from,to,year,relationship
rohwer,baltic_institute,2013,7
rohwer,fischerappelt,2014,7
rohwer,lhlk,2016,9
rohwer,lhlk,2017,9
rohwer,lhlk,2018,9
rohwer,lhlk,2019,9
rohwer,lhlk,2020,9
rohwer,mcgroup,2015,9
rohwer,mcgroup,2016,9
rohwer,refugeecouncil,2011,7
rohwer,refugeecouncil,2012,7
rohwer,ressourcenmangel,2020,9
rohwer,ressourcenmangel,2021,9
rohwer,ressourcenmangel,2022,9
rohwer,uni_kiel,2013,7
rohwer,uni_kiel,2014,7
rohwer,uni_kiel,2010,2
rohwer,uni_kiel,2011,2
rohwer,uni_kiel,2012,2
rohwer,uni_kiel,2013,2
rohwer,uni_kiel,2014,2
rohwer,uni_kiel,2011,14
rohwer,uni_kiel,2012,14
rohwer,uni_leeds,2014,3
rohwer,uni_leeds,2015,3
rohwer,uni_tartu,2011,4
rohwer,uni_tartu,2012,4
rohwer,volz,,17
rosumek,eon,,9
rosumek,uni_leipzig,,19
rudolph,fu_berlin,,5
rudolph,fu_berlin,,3
rudolph,fu_berlin,,2
rudolph,porsche,,9
rueth,altena,2014,7
rueth,diebold,,17
rueth,dior,2012,7
rueth,haas,,17
rueth,holyfashion,2016,7
rueth,holyfashion,2017,7
rueth,hs_reutlingen,2014,2
rueth,hs_reutlingen,2015,2
rueth,hs_reutlingen,2016,2
rueth,hs_reutlingen,2017,2
rueth,hs_reutlingen,2018,2
rueth,hs_reutlingen,2018,3
rueth,hs_reutlingen,2019,3
rueth,hs_reutlingen,2020,3
rueth,outletcity,2016,7
rueth,outletcity,2017,7
rueth,schneider,,17
rueth,schuelerhilfe,2014,7
rueth,schuelerhilfe,2015,7
rueth,studienstiftung,2020,11
rueth,studienstiftung,2021,11
rueth,studienstiftung,2022,11
rueth,suedwesttextil,2017,7
rueth,suedwesttextil,2018,7
rueth,suedwesttextil,2018,9
rueth,suedwesttextil,2019,9
rueth,suedwesttextil,2020,9
rueth,suedwesttextil,2021,9
rueth,suedwesttextil,2022,9
rueth,textilverband,2016,7
rueth,textilverband,2017,7
rueth,uni_boras,2015,4
rueth,uni_boras,2016,4
rumstadt,arweck,,17
rumstadt,bundestag,2015,7
rumstadt,daimler,2012,7
rumstadt,daimler,2017,7
rumstadt,drzymala,,17
rumstadt,eisingerich,,17
rumstadt,freudenstein,,17
rumstadt,hhl_leipzig,2020,5
rumstadt,imperialcollege,2017,3
rumstadt,imperialcollege,2018,3
rumstadt,oliverwyman,2017,7
rumstadt,oskardilo,2015,7
rumstadt,porsche,2016,7
rumstadt,porsche,2018,9
rumstadt,porsche,2019,9
rumstadt,porsche,2020,9
rumstadt,porsche,2021,9
rumstadt,porsche,2022,9
rumstadt,rudolph,,17
rumstadt,studienstiftung,2017,14
rumstadt,uni_mannheim,2015,7
rumstadt,uni_mannheim,2016,7
rumstadt,uni_mannheim,2014,2
rumstadt,uni_mannheim,2015,2
rumstadt,uni_mannheim,2016,2
rumstadt,uni_mannheim,2017,2
rumstadt,uni_warwick,2016,4
sali,bmw,2014,7
sali,bmw,2015,7
sali,eurofighter,2008,7
sali,flixbus,2015,7
sali,gongverlag,2011,7
sali,lhlk,2020,9
sali,lhlk,2021,9
sali,lhlk,2022,9
sali,plenos,2016,7
sali,plenos,2016,8
sali,plenos,2017,8
sali,plenos,2018,8
sali,rituals,2012,9
sali,rituals,2013,9
sali,rituals,2014,9
sali,rlyl,2018,9
sali,rlyl,2019,9
sali,rlyl,2020,9
sali,uni_bamberg,2011,2
sali,uni_bamberg,2012,2
sali,uni_bamberg,2013,2
sali,uni_bamberg,2014,2
sali,uni_bamberg,2015,2
sali,uni_salzburg,2015,3
sali,uni_salzburg,2016,3
sali,uni_salzburg,2017,3
sali,uni_salzburg,2018,3
schaal,dfjw,,9
schaal,uni_freiburg,,3
schach,dprg,,13
schach,hs_hannover,,15
schach,segmenta,,12
schach,uni_duisburg,,20
schach,uni_greifswald,,5
schad,edelman,2015,8
schad,edelman,2016,8
schad,edelman,2017,8
schad,edelman,2017,9
schad,eichner,,17
schad,fastner,,17
schad,fischerappelt,2017,9
schad,fischerappelt,2018,9
schad,fischerappelt,2019,9
schad,hs_ansbach,2011,2
schad,hs_ansbach,2012,2
schad,hs_ansbach,2013,2
schad,hs_ansbach,2014,2
schad,hs_ansbach,2015,2
schad,obenlog,,17
schad,we_communications,2019,9
schad,we_communications,2020,9
schad,we_communications,2021,9
schad,we_communications,2022,9
schaedler,gwpr,,13
schaedler,roche,,9
schaedler,uni_mainz,,20
schaeffer,aiesec,2011,13
schaeffer,aiesec,2012,13
schaeffer,aiesec,2013,13
schaeffer,henkel,2015,10
schaeffer,henkel,2016,10
schaeffer,hirschtec,2016,9
schaeffer,hirschtec,2017,9
schaeffer,schueco,2017,9
schaeffer,schueco,2018,9
schaeffer,schueco,2019,9
schaeffer,schueco,2020,9
schaeffer,schueco,2021,9
schaeffer,schueco,2022,9
schaeffer,uni_bielefeld,2013,3
schaeffer,uni_bielefeld,2014,3
schaeffer,uni_bielefeld,2015,3
schaeffer,uni_bielefeld,2016,3
schaeffer,uni_duesseldorf,2009,2
schaeffer,uni_duesseldorf,2010,2
schaeffer,uni_duesseldorf,2011,2
schaeffer,uni_duesseldorf,2012,2
schaeffer,uni_duesseldorf,2013,2
schaeffer,uni_nizza,2009,4
schaeffer,uni_nizza,2010,4
schaetzle,fraunhoferfokus,,9
schaetzle,hs_bbw,,3
schaetzle,uni_freiburg,,2
schardt,lufthansa,,9
schardt,uni_hohenheim,,20
schipp,achtungmary,2019,9
schipp,achtungmary,2020,9
schipp,achtungmary,2021,9
schipp,drachenmond,2015,10
schipp,drachenmond,2016,10
schipp,drachenmond,2017,10
schipp,drachenmond,2018,10
schipp,drachenmond,2019,10
schipp,drachenmond,2020,10
schipp,drachenmond,2021,10
schipp,drachenmond,2022,10
schipp,fischerappelt,2015,7
schipp,freelance,2021,10
schipp,freelance,2022,10
schipp,husare,2014,7
schipp,husare,2015,7
schipp,husare,2015,9
schipp,husare,2016,9
schipp,kemper,,17
schipp,ketchum,2015,7
schipp,koch_essen,2014,7
schipp,ogilvy,2017,9
schipp,ogilvy,2018,9
schipp,uni_muenster,2013,2
schipp,uni_muenster,2014,2
schipp,uni_muenster,2015,2
schipp,uni_muenster,2016,2
schipp,uni_muenster,2017,2
schmalenberg,hillknowlton,2014,7
schmalenberg,hs_groningen,2010,2
schmalenberg,hs_groningen,2011,2
schmalenberg,hs_groningen,2012,2
schmalenberg,hs_groningen,2013,2
schmalenberg,hs_groningen,2014,2
schmalenberg,jpkom,2016,8
schmalenberg,jpkom,2017,8
schmalenberg,jpkom,2018,9
schmalenberg,jpkom,2019,9
schmalenberg,jpkom,2020,9
schmalenberg,jpkom,2021,9
schmalenberg,nebelung,2014,7
schmalenberg,nebelung,2015,7
schmalenberg,pvh_corp,2021,9
schmalenberg,pvh_corp,2022,9
schmalenberg,tbwa,2013,7
schmalenberg,twt_interactive,2021,9
schmalenberg,uni_cardiff,2015,3
schmalenberg,uni_cardiff,2016,3
schmalenberg,uni_edinburgh,2012,4
schmalenberg,uni_edinburgh,2013,4
schmies,adenion,2016,8
schmies,adenion,2017,8
schmies,bobbycarl,2018,9
schmies,bobbycarl,2019,9
schmies,bobbycarl,2020,9
schmies,thjnk,2020,9
schmies,thjnk,2021,9
schmies,thjnk,2022,9
schmies,uni_koeln,2011,2
schmies,uni_koeln,2012,2
schmies,uni_koeln,2013,2
schmies,uni_koeln,2014,2
schmies,uni_koeln,2015,2
schmies,uni_oerebro,2015,3
schmies,uni_oerebro,2016,3
schmies,uni_saragossa,2013,4
schmies,uni_saragossa,2014,4
schmies,wdr,2015,7
schmies,zdf,2014,7
schmitz,esade,,3
schmitz,jodel,,12
schmitz,uni_mannheim,,2
schneider,suedwesttextil,,9
schnoeller,american_university,,4
schnoeller,cosmonauts,,9
schnoeller,stiftung_adenauer,,10
schnoeller,uni_zeppelin,,2
schroeder,airbus,2016,7
schroeder,airbus,2017,7
schroeder,arte,2015,7
schroeder,dries,,17
schroeder,finsbury,2019,9
schroeder,finsbury,2020,9
schroeder,finsbury,2021,9
schroeder,finsbury,2022,9
schroeder,fischerappelt,2017,8
schroeder,fischerappelt,2018,8
schroeder,fischerappelt,2018,9
schroeder,fischerappelt,2019,9
schroeder,ndr,2015,7
schroeder,ovag,2011,7
schroeder,ovag,2012,7
schroeder,schaedler,,17
schroeder,uni_goettingen,2014,7
schroeder,uni_goettingen,2015,7
schroeder,uni_goettingen,2012,2
schroeder,uni_goettingen,2013,2
schroeder,uni_goettingen,2014,2
schroeder,uni_goettingen,2015,2
schroeder,uni_hamburg,2016,7
schroeder,uni_hamburg,2017,7
schroeder,uni_hamburg,2015,3
schroeder,uni_hamburg,2016,3
schroeder,uni_hamburg,2017,3
schroeder,uni_pantheon,2014,4
schumacher,rollsroyce,,9
schumacher,uni_hamburg,,19
schwartz,schwartzpr,,12
schwartz,uni_koeln,,20
schwartz,uni_regensburg,,20
seusing,agency_v,2014,7
seusing,bundestag,2019,9
seusing,bundestag,2020,9
seusing,bundestag,2021,9
seusing,bundestag,2022,9
seusing,consilium,2017,7
seusing,consilium,2018,9
seusing,consilium,2019,9
seusing,klemms,2016,7
seusing,klemms,2017,
seusing,uni_amsterdam,2021,3
seusing,uni_amsterdam,2022,3
seusing,uni_potsdam,2013,2
seusing,uni_potsdam,2014,2
seusing,uni_potsdam,2015,2
seusing,uni_potsdam,2016,2
seusing,uni_potsdam,2017,2
seusing,uni_potsdam,2018,2
sievers,earlybird,2017,9
sievers,earlybird,2018,9
sievers,earlybird,2019,9
sievers,earlybird,2020,9
sievers,earlybird,2021,9
sievers,earlybird,2022,9
sievers,futur3,2018,12
sievers,futur3,2019,12
sievers,futur3,2020,12
sievers,futur3,2021,12
sievers,futur3,2022,12
sievers,finsbury,2015,9
sievers,finsbury,2016,9
sievers,finsbury,2017,9
sievers,hs_mtm,2019,15
sievers,hs_mtm,2020,15
sievers,hs_mtm,2021,15
sievers,hs_mtm,2022,15
sievers,hs_mtm,,2
sievers,legrand_rosenboom,2011,7
sievers,legrand_rosenboom,2012,7
sievers,madsack,2011,7
sievers,mediatest,2012,9
sievers,mediatest,2013,9
sievers,mediatest,2014,9
sievers,mediatest,2015,9
sievers,rckt,2015,9
sievers,rocket_internet,2014,7
sievers,triscore,2012,7
sievers,winiarski,,17
simm,365sherpas,2016,8
simm,365sherpas,2017,8
simm,365sherpas,2017,9
simm,365sherpas,2018,9
simm,365sherpas,2019,9
simm,365sherpas,2020,9
simm,365sherpas,2021,9
simm,abone,2012,7
simm,auswaertigesamt,2010,7
simm,bundestag,2010,7
simm,lufthansa,2013,7
simm,lufthansa,2014,7
simm,sciencespo_bordeaux,2010,4
simm,sparkasse,2021,9
simm,sparkasse,2022,9
simm,uni_heidelberg,2012,3
simm,uni_heidelberg,2013,3
simm,uni_heidelberg,2014,3
simm,uni_heidelberg,2015,3
simm,uni_konstanz,2008,2
simm,uni_konstanz,2009,2
simm,uni_konstanz,2010,2
simm,uni_konstanz,2011,2
simm,uni_konstanz,2012,2
sochatzky,cornelsen,,10
sochatzky,digitaleslernen,,9
sochatzky,uni_eichstaett,,5
sochatzky,uni_eichstaett,,15
solms_laubach,porsche,,9
solms_laubach,springerschule,,1
solms_laubach,uni_passau,,20
sommerfeld,gymnasialfonds,2017,14
sommerfeld,lanxess,2017,7
sommerfeld,sciencespo_paris,2017,4
sommerfeld,spiegel,2018,7
sommerfeld,storymachine,2019,9
sommerfeld,storymachine,2020,9
sommerfeld,storymachine,2021,9
sommerfeld,storymachine,2022,9
sommerfeld,sueddeutsche,2015,7
sommerfeld,sueddeutsche,2016,7
sommerfeld,uni_bogazici,2018,4
sommerfeld,uni_koeln,2016,3
sommerfeld,uni_koeln,2017,3
sommerfeld,uni_koeln,2018,3
sommerfeld,uni_koeln,2019,3
sommerfeld,uni_regensburg,2012,2
sommerfeld,uni_regensburg,2013,2
sommerfeld,uni_regensburg,2014,2
sommerfeld,uni_regensburg,2015,2
sommerfeld,uni_regensburg,2016,2
sommerfeld,volkswagen,2016,7
sommerfeld,volkswagen,2018,7
sommerfeld,volkswagen,2019,7
sommerfeld,welt_n24,2016,7
staerk,brk,,9
staerk,uni_muenchen,,21
steichele,alix,,9
steichele,uni_leipzig,,19
steinforth,eisbaeren,2012,7
steinforth,expeditionpr,2013,7
steinforth,expeditionpr,2014,7
steinforth,friday,2019,9
steinforth,friday,2020,9
steinforth,friday,2021,9
steinforth,friday,2022,9
steinforth,schroeder_schroembs,2016,9
steinforth,schroeder_schroembs,2017,9
steinforth,schroeder_schroembs,2018,9
steinforth,schroeder_schroembs,2019,9
steinforth,stammtischpr,2020,13
steinforth,stammtischpr,2021,13
steinforth,stammtischpr,2022,13
steinforth,uni_potsdam,2011,2
steinforth,uni_potsdam,2012,2
steinforth,uni_potsdam,2013,2
steinforth,uni_potsdam,2014,2
steinforth,uni_potsdam,2015,2
steinforth,hs_wismar,2017,3
steinforth,hs_wismar,2018,3
steinforth,hs_wismar,2019,3
stelzer,schwartzpr,,9
steverding,uni_muenster,,19
stippler,fom,,20
stippler,uni_krems,,3
stippler,wirtschaftsinstitut,,9
storch,akad_tutzing,,7
storch,bdistipendium,2016,14
storch,buendnis90,2012,7
storch,buendnis90,2013,7
storch,buendnis90,2014,7
storch,buendnis90,2015,7
storch,buendnis90,2015,9
storch,buendnis90,2016,9
storch,buendnis90,2013,11
storch,buendnis90,2014,11
storch,buendnis90,2015,11
storch,buendnis90,2016,11
storch,buendnis90,2017,11
storch,buendnis90,2018,11
storch,buendnis90,2019,11
storch,buendnis90,2020,11
storch,buendnis90,2021,11
storch,buendnis90,2022,11
storch,bundestag,2018,9
storch,bundestag,2019,9
storch,bundestag,2020,9
storch,bundestag,2021,9
storch,bundestag,2022,9
storch,degepol,2016,11
storch,degepol,2017,11
storch,degepol,2018,11
storch,degepol,2019,11
storch,degepol,2020,11
storch,degepol,2021,11
storch,degepol,2022,11
storch,hs_quadriga,2015,3
storch,hs_quadriga,2016,3
storch,hs_quadriga,2017,3
storch,johannsen_kretschmer,2016,9
storch,johannsen_kretschmer,2017,9
storch,johannsen_kretschmer,2018,9
storch,landtag_sachsen,2010,7
storch,landtag_sachsen,2011,7
storch,landtag_sachsen,2012,7
storch,landtag_sachsen,2013,7
storch,landtag_sachsen,2014,7
storch,landtag_sachsen,2015,7
storch,staatskanzlei_sachsen,,7
storch,tu_dresden,2009,7
storch,tu_dresden,2010,7
storch,tu_dresden,2011,7
storch,tu_dresden,2012,7
storch,tu_dresden,2008,2
storch,tu_dresden,2009,2
storch,tu_dresden,2010,2
storch,tu_dresden,2011,2
storch,tu_dresden,2011,3
storch,tu_dresden,2012,3
storch,tu_dresden,2013,3
storch,tu_dresden,2014,3
storch,tu_dresden,2015,3
stork,bdkom,2017,11
stork,bdkom,2018,11
stork,bdkom,2019,11
stork,bdkom,2020,11
stork,bdkom,2021,11
stork,bdkom,2022,11
stork,bertelsmann,2014,7
stork,bundestag,2016,7
stork,campusrelations,2010,11
stork,campusrelations,2011,11
stork,campusrelations,2012,11
stork,campusrelations,2013,11
stork,complexium,2014,7
stork,complexium,2015,7
stork,elinvar,2017,9
stork,elinvar,2018,9
stork,elinvar,2019,9
stork,elinvar,2020,9
stork,elinvar,2021,9
stork,fu_berlin,2014,3
stork,fu_berlin,2015,3
stork,fu_berlin,2016,3
stork,fu_berlin,2017,3
stork,helios_media,2013,7
stork,movingtwice,2013,7
stork,prip,2011,7
stork,prip,2012,7
stork,prip,2013,10
stork,sinnerschrader,2012,7
stork,stiftung_bmw,2015,7
stork,stiftung_bmw,2016,7
stork,stiftung_bmw,2017,7
stork,studienstiftung,2011,14
stork,studienstiftung,2012,14
stork,studienstiftung,2013,14
stork,studienstiftung,2014,14
stork,studienstiftung,2015,14
stork,studienstiftung,2016,14
stork,studienstiftung,2017,14
stork,uni_moulin,2012,4
stork,uni_muenster,2013,7
stork,uni_muenster,2010,2
stork,uni_muenster,2011,2
stork,uni_muenster,2012,2
stork,uni_muenster,2013,2
stork,zoom,2021,9
stork,zoom,2022,9
stotz,lufthansa,,9
stotz,uni_frankfurt,,20
strachwitz,fti_consulting,,9
strachwitz,tu_berlin,,3
strachwitz,uni_heidelberg,,2
stueck,dapr,,6
stueck,hillknowlton,,9
stueck,uni_frankfurt,,19
styles,bs_manchester,,3
styles,efellows,,14
styles,naumannstiftung,,14
styles,uni_muenster,,2
styles,zalando,,2
taheri,brk,2016,9
taheri,brk,2017,9
taheri,brk,2018,9
taheri,brk,2019,9
taheri,brk,2020,9
taheri,brk,2021,9
taheri,brk,2022,9
taheri,staerk,,17
taheri,winter_w,,17
tallineau,institutfrancais,,9
tallineau,uni_pantheon,,19
tezcan,fh_wuerzburg,,20
tezcan,uni_goldsmiths,,3
tezcan,zalando,,9
thiemann,pioneer,,9
thiemann,uni_leipzig,,19
thiemann,uni_padua,,4
tils,bayer,2013,7
tils,hanke,,17
tils,hs_osnabrueck,2014,7
tils,hs_osnabrueck,2015,7
tils,hs_osnabrueck,2012,2
tils,hs_osnabrueck,2013,2
tils,hs_osnabrueck,2014,2
tils,hs_osnabrueck,2015,2
tils,klenkhoursch,2018,9
tils,klenkhoursch,2019,9
tils,klenkhoursch,2020,9
tils,klenkhoursch,2021,9
tils,klenkhoursch,2022,9
tils,koob_agentur,2014,7
tils,neueosnabruecker,2013,10
tils,neueosnabruecker,2014,10
tils,nuernberger_nachrichten,2014,7
tils,rahe,,17
tils,uni_muenster,2016,7
tils,uni_muenster,2017,7
tils,uni_muenster,2015,3
tils,uni_muenster,2016,3
tils,uni_muenster,2017,3
toenjes,30friends,,13
toenjes,berufskolleg,,1
toenjes,gdw,,13
toenjes,telekom,,9
tropper,basf,2016,8
tropper,basf,2017,8
tropper,basf,2018,8
tropper,baumann_group,2018,9
tropper,baumann_group,2019,9
tropper,baumann_group,2020,9
tropper,baumann_group,2021,9
tropper,baumann_group,2022,9
tropper,lprs,2014,11
tropper,lprs,2015,11
tropper,lprs,2016,11
tropper,lprs,2017,11
tropper,lprs,2018,11
tropper,lprs,2019,11
tropper,lprs,2020,11
tropper,lprs,2021,11
tropper,lprs,2022,11
tropper,rtl,2012,7
tropper,sparkasse,2013,7
tropper,sparkasse,2014,7
tropper,bmw,2013,7
tropper,uni_leipzig,2010,2
tropper,uni_leipzig,2011,2
tropper,uni_leipzig,2012,2
tropper,uni_leipzig,2013,2
tropper,uni_leipzig,2014,2
tropper,uni_leipzig,2014,3
tropper,uni_leipzig,2015,3
tropper,uni_leipzig,2016,3
tropper,uni_lille,2011,4
tropper,uni_lille,2012,4
tzschoppe,ddb,2016,9
tzschoppe,ddb,2017,9
tzschoppe,leoburnett,2014,7
tzschoppe,leoburnett,2015,9
tzschoppe,msl,2017,9
tzschoppe,msl,2018,9
tzschoppe,msl,2019,9
tzschoppe,msl,2020,9
tzschoppe,msl,2021,9
tzschoppe,msl,2022,9
tzschoppe,springlane,2014,7
tzschoppe,uni_greifswald,2010,2
tzschoppe,uni_greifswald,2011,2
tzschoppe,uni_greifswald,2012,2
tzschoppe,uni_greifswald,2013,2
tzschoppe,uni_greifswald,2014,2
tzschoppe,uni_greifswald,2015,2
tzschoppe,uni_umea,2014,4
tzschoppe,volocam,2014,7
uensal,apco,2016,9
uensal,apco,2017,9
uensal,apco,2018,9
uensal,apco,2019,9
uensal,apco,2020,9
uensal,apco,2021,9
uensal,bnp_paribas,2021,9
uensal,bnp_paribas,2022,9
uensal,uni_marburg,2010,2
uensal,uni_marburg,2011,2
uensal,uni_marburg,2012,2
uensal,uni_marburg,2013,2
uensal,uni_pavia,2013,3
uensal,uni_pavia,2014,3
uensal,uni_pavia,2015,3
uensal,uni_pavia,2016,3
urban,seidelstiftung,,14
urban,staatskanzlei_bayern,,9
vallentin,db_netz,,9
vallentin,uni_augsburg,,19
vallentin,uni_bayreuth,,19
van_poele,center_rfc,2018,7
van_poele,center_rfc,2019,7
van_poele,center_rfc,2020,7
van_poele,earlybird,2017,7
van_poele,efellows,2017,14
van_poele,freelance,2017,10
van_poele,freelance,2018,10
van_poele,freelance,2019,10
van_poele,freelance,2020,10
van_poele,finsbury,2017,7
van_poele,hypr,2017,9
van_poele,hypr,2018,9
van_poele,hypr,2019,9
van_poele,hypr,2020,9
van_poele,hypr,2022,9
van_poele,kaufmann_langhans,2021,9
van_poele,kaufmann_langhans,2022,9
van_poele,klein,,17
van_poele,lprs,2018,11
van_poele,lprs,2019,11
van_poele,lprs,2020,11
van_poele,lprs,2021,11
van_poele,lprs,2022,11
van_poele,promos,2019,14
van_poele,uni_hongkong,2019,4
van_poele,uni_leipzig,2018,3
van_poele,uni_leipzig,2019,3
van_poele,uni_leipzig,2020,3
van_poele,uni_mannheim,2014,2
van_poele,uni_mannheim,2015,2
van_poele,uni_mannheim,2016,2
van_poele,uni_mannheim,2017,2
van_poele,uni_mannheim,2018,2
van_poele,uni_windsor,2016,4
van_poele,uni_windsor,2017,4
van_poele,winiarski,,17
vazhayil,uni_bochum,,3
vazhayil,zalando,,9
volz,fischerappelt,,9
volz,uni_dauphine,,19
volz,uni_frankfurt,,5
von_beckerath,clark,2019,7
von_beckerath,clark,2020,7
von_beckerath,clark,2021,9
von_beckerath,clark,2022,9
von_beckerath,gaisdoerfer,,17
von_beckerath,hays,2017,7
von_beckerath,hays,2018,7
von_beckerath,klenkhoursch,2017,7
von_beckerath,kommoguntia,2018,13
von_beckerath,kommoguntia,2019,13
von_beckerath,kommoguntia,2020,13
von_beckerath,kommoguntia,2021,13
von_beckerath,phoenix,2016,7
von_beckerath,uni_budapest,2017,4
von_beckerath,uni_mainz,2018,3
von_beckerath,uni_mainz,2019,3
von_beckerath,uni_mainz,2020,3
von_beckerath,uni_mainz,2021,3
von_beckerath,uni_mannheim,2015,7
von_beckerath,uni_mannheim,2016,7
von_beckerath,uni_mannheim,2017,7
von_beckerath,uni_mannheim,2014,2
von_beckerath,uni_mannheim,2015,2
von_beckerath,uni_mannheim,2016,2
von_beckerath,uni_mannheim,2017,2
von_beckerath,uni_mannheim,2018,2
von_beckerath,weitz,,17
von_beckerath,wendt,,17
von_beckerath,zdf,2018,7
von_beckerath,zdf,2019,7
von_der_ropp,humboldtuni,,20
von_der_ropp,messe_berlin,,9
von_halen,brunswick,,9
von_halen,nordakademie,,20
voss,365sherpas,2018,9
voss,365sherpas,2019,9
voss,365sherpas,2020,9
voss,365sherpas,2021,9
voss,agci,,17
voss,change_centre,2014,7
voss,change_centre,2015,7
voss,change_centre,2016,7
voss,ebertstiftung,2016,14
voss,ebertstiftung,2017,14
voss,ebertstiftung,2018,14
voss,humboldtuni,2015,3
voss,humboldtuni,2016,3
voss,humboldtuni,2017,3
voss,humboldtuni,2018,3
voss,klewes,,17
voss,landtag_nrw,2013,7
voss,meyer,,17
voss,peekcloppenburg,2012,7
voss,peekcloppenburg,2013,7
voss,progressive_zentrum,2014,7
voss,progressive_zentrum,2015,7
voss,stiftung_boell,2017,10
voss,stiftung_boell,2018,10
voss,stiftung_mercator,2021,9
voss,stiftung_mercator,2022,9
voss,stiftung_schwarzkopf,2015,10
voss,stiftung_schwarzkopf,2016,10
voss,stiftung_schwarzkopf,2017,10
voss,stiftung_schwarzkopf,2018,10
voss,uni_duesseldorf,2011,2
voss,uni_duesseldorf,2012,2
voss,uni_duesseldorf,2013,2
voss,uni_duesseldorf,2014,2
voss,uni_duesseldorf,2015,2
voss,uni_utrecht,2013,4
voss,uni_utrecht,2014,4
voss,westfaelische,2010,10
voss,westfaelische,2011,10
voss_flavia,bayer,,8
voss_flavia,campusrelations,,11
voss_flavia,kommunity,,13
voss_flavia,uni_bremen,,2
voss_flavia,uni_koeln,,3
wachtarz,abbvie,,9
wachtarz,bdkom,,11
wachtarz,uni_leipzig,,19
warmann,pioneer,,9
warmann,uni_leipzig,,19
wedell,brunswick,,9
wedell,fu_berlin,,21
wegner,alex_berlin,2013,9
wegner,alex_berlin,2014,9
wegner,alex_berlin,2015,9
wegner,alex_berlin,2016,9
wegner,handelsblatt,2017,7
wegner,hillknowlton,2019,7
wegner,ifa_berlin,2018,10
wegner,ifa_berlin,2019,10
wegner,ifa_berlin,2020,10
wegner,ifa_berlin,2021,10
wegner,messe_berlin,2018,8
wegner,messe_berlin,2019,8
wegner,messe_berlin,2019,9
wegner,messe_berlin,2020,9
wegner,messe_berlin,2021,9
wegner,nordschleswiger,2017,7
wegner,uni_potsdam,2012,2
wegner,uni_potsdam,2013,2
wegner,uni_potsdam,2014,2
wegner,uni_potsdam,2015,2
wegner,uni_rostock,2016,3
wegner,uni_rostock,2017,3
wegner,uni_rostock,2018,3
wegner,vda_verband,2021,9
wegner,vda_verband,2022,9
wegner,von_der_ropp,,17
wegner,werz,,17
wegner,zdf,2015,7
wegner,zdf,2016,7
wegner,zdf,2017,7
wegner,zdf,2018,7
weil,spd,,9
weil,spd,,11
weil,uni_goettingen,,21
weil,volkswagen,,9
weiss,brandfuel,2010,7
weiss,bcw,2011,7
weiss,bcw,2012,7
weiss,bcw,2012,9
weiss,bcw,2013,9
weiss,flemmingpfuhl,2010,7
weiss,heraeus,2016,9
weiss,heraeus,2017,9
weiss,heraeus,2018,9
weiss,heraeus,2019,9
weiss,heraeus,2020,9
weiss,heraeus,2021,9
weiss,heraeus,2022,9
weiss,ifmk,2009,2
weiss,ifmk,2010,2
weiss,ifmk,2011,2
weiss,ifmk,2012,2
weiss,kemper_komm,2013,9
weiss,kemper_komm,2014,9
weiss,kemper_komm,2015,9
weiss,kemper_komm,2016,9
weitz,clark,,9
weitz,lprs,,11
weitz,uni_leipzig,,3
weitz,uni_mannheim,,2
weltz,bamberg,2011,7
weltz,engelien,,17
weltz,henkel,2014,7
weltz,henkel,2020,9
weltz,henkel,2021,9
weltz,henkel,2022,9
weltz,hs_hannover,2010,2
weltz,hs_hannover,2011,2
weltz,hs_hannover,2012,2
weltz,hs_hannover,2013,2
weltz,hs_hannover,2014,2
weltz,ketchum,2012,7
weltz,sennheiser,2013,7
weltz,siemens,2015,7
weltz,siemens,2016,7
weltz,siemens,2017,9
weltz,uni_edwardsville,2013,4
weltz,uni_lund,2015,4
weltz,uni_lund,2016,4
weltz,uni_stirling,2014,3
weltz,uni_stirling,2015,3
weltz,uni_stirling,2016,3
weltz,webershandwick,2015,7
weltz,zurich,2017,9
weltz,zurich,2018,9
weltz,zurich,2019,9
weltz,zurich,2020,9
wendt,clark,,9
wendt,hs_fulda,,3
wendt,uni_marburg,,2
werner,hs_hannover,2015,2
werner,hs_hannover,2016,2
werner,hs_hannover,2017,2
werner,hs_hannover,2018,2
werner,hs_hannover,2018,3
werner,hs_hannover,2019,3
werner,hs_hannover,2020,3
werner,landtag_niedersachsen,2017,9
werner,landtag_niedersachsen,2018,9
werner,landtag_niedersachsen,2019,9
werner,landtag_niedersachsen,2020,9
werner,prsh,2017,13
werner,prsh,2018,13
werner,schach,,17
werner,spd,2018,9
werner,spd,2019,9
werner,spd,2020,9
werner,spd,2021,9
werner,spd,2017,11
werner,spd,2018,11
werner,spd,2019,11
werner,spd,2020,11
werner,spd,2021,11
werner,spd,2022,11
werner,volkswagen,2021,9
werner,volkswagen,2022,9
werner,weil,,17
werz,uni_rostock,,15
winiarski,earlybird,,9
winiarski,finsbury,,9
winiarski,fu_berlin,,19
winiarski,hwr_berlin,,20
winiarski,rckt,,12
winiarski,rocket_internet,,9
winkels,onehundred,,12
winter_c,365sherpas,,12
winter_c,fu_berlin,,19
winter_c,humboldtuni,,21
winter_w,akademiebayern,,20
winter_w,macromedia,,15
winter_w,sky,,9
winter_w,threewinters,,12
winter_w,uni_muenchen,,19
witzmann,helpling,,9
witzmann,uni_muenchen,,3
